brand,category-1,category-2,category-3,co2_total,colour,fabric_type,ftp_acrylic,ftp_cotton,ftp_elastane,ftp_linen,ftp_other,ftp_polyamide,ftp_polyester,ftp_polypropylene,ftp_silk,ftp_viscose,ftp_wool,gender,label,made_in,season,size,unspsc_code,weight
b16,kidswear,clothing,long-sleeved-top,2.31,violet,K,,,,,,21.0,2.0,,5.0,10.0,60.0,B,,TW,,S,,0.033
b125,womenswear,suit,gloves,3.22,light brown,K,,,1.0,3.0,,,,3.0,89.0,2.0,,W,,CN,MID,XS,,0.121
b89,clothing,thermals,knitwear,69.99,dark grey,K,6.0,69.0,6.0,3.0,,2.0,4.0,4.0,3.0,,,W,,BD,WIN,XL,,1.5030000000000001
b66,menswear,men-undergarments,boxer-brief,2.88,natural,K,,,1.0,1.0,,,,,92.0,1.0,,M,,CN,,L,,0.11
b17,womenswear,headgear,hat,1.87,unknown,K,,,,97.0,,,,,,,,W,,FI,,XS,,
b66,clothing,home,sheets,24.91,purple,K,,,,8.0,,10.0,,,,2.0,79.0,G,,CN,,XXL,,
b66,home,home,mat,52.36,orange,K,,,1.0,12.0,23.0,,,,62.0,,,,,CN,,S,,
b17,home,home,towel,35.65,gray,W,,2.0,,8.0,,,,,,,89.0,,,CN,,XS,,0.7090000000000001
b101,home,home,towel,23.34,red,K,,7.0,10.0,66.0,4.0,,,,8.0,,1.0,,,KR,,XL,,
b16,womenswear,home,towel,12.41,teal,K,,11.0,6.0,,21.0,,60.0,,,,,W,,TW,,XS,,
b124,clothing,sportswear,top,3.95,turquoise,K,,,,,,,99.0,,,,,M,,TR,,XXL,,
b103,home,home,pillow,6.5,gray,W,22.0,,,,4.0,6.0,17.0,,16.0,,33.0,,,CN,,M,,
b17,kidswear,headgear,knit-cap,4.34,purple,K,,2.0,2.0,3.0,1.0,4.0,,,84.0,,,Y,,TW,,L,,
b64,womenswear,women-sportswear,sport-bra,1.69,gray,K,,,,4.0,3.0,1.0,88.0,,,2.0,,W,,CN,,L,,
b89,clothing,headgear,knit-cap,2.21,white,K,2.0,1.0,,87.0,,,3.0,1.0,1.0,,2.0,U,,CN,,L,,0.139
b101,baby,outerwear,trousers,24.27,turquoise,K,,,1.0,,,,97.0,,,,,,,KR,WIN,L,,0.685
b101,menswear,accessory,backpack,18.73,unbleached,K,10.0,,9.0,2.0,,2.0,67.0,,,,8.0,M,,CN,,XL,,
b67,baby,thermals,knitwear,35.68,grey,K,,,,,1.0,10.0,69.0,,,12.0,6.0,,,TR,MID,L,,
b64,home,home,sheets,19.42,unbleached,W,3.0,3.0,,,5.0,,82.0,,,5.0,,,,CN,,XS,,
b67,menswear,sportswear,trousers,91.44,teal,K,,,,2.0,,85.0,,5.0,,6.0,,M,,TR,WIN,XS,,2.211
b67,home,home,curtain,6.96,maroon,W,,1.0,4.0,72.0,6.0,,,4.0,3.0,1.0,4.0,,,DE,,M,,
b103,baby,thermals,skirts,14.64,wheat,K,6.0,12.0,,,12.0,,,11.0,,,57.0,,,US,,XS,,
b112,kidswear,headgear,cap,2.41,purple,K,1.0,2.0,,2.0,7.0,3.0,,,74.0,3.0,4.0,G,,CN,,M,,
b89,kidswear,footwear,socks,1.56,maroon,K,6.0,,,6.0,2.0,3.0,3.0,6.0,2.0,5.0,62.0,B,,PK,,XL,,
b66,clothing,headgear,flat-cap,4.03,maroon,K,,1.0,,1.0,,90.0,,2.0,3.0,1.0,,B,,US,,L,,
b86,home,home,sheets,39.82,mustard,W,,,,,,,99.0,,,,,,,TW,,L,,
b131,baby,nightwear,pyjama,17.17,purple,K,,6.0,,2.0,,6.0,2.0,5.0,1.0,4.0,72.0,,,CN,,XL,,
b86,menswear,thermals,trousers,42.17,lime,W,6.0,,,4.0,4.0,53.0,2.0,,4.0,10.0,13.0,M,,HK,WIN,XXL,,
b131,womenswear,sportswear,jersey,8.46,orange,K,,,,2.0,5.0,86.0,,1.0,,4.0,,W,,CN,,XXL,,
b86,clothing,uniform,jacket,26.26,gold,K,,5.0,,81.0,7.0,,2.0,,,,4.0,B,,PK,,XS,,1.018
b131,womenswear,thermals,trousers,64.84,orange,K,,,,37.0,,60.0,,,,,2.0,W,,TW,WIN,M,,
b112,kidswear,undergarments,briefs,4.37,pink,K,,64.0,1.0,,3.0,7.0,7.0,,12.0,4.0,,K,,TW,,L,,
b66,baby,thermals,long-sleeved-top,5.22,violet,K,6.0,14.0,3.0,2.0,,7.0,,,,2.0,62.0,,,FI,,XXL,,
b67,womenswear,accessory,backpack,27.69,brown,W,,3.0,4.0,83.0,1.0,,1.0,,,5.0,,W,,US,,S,,
b66,menswear,home,mat,48.78,purple,K,,17.0,,5.0,11.0,,11.0,,55.0,,,M,,CN,,XS,,
b101,kidswear,beachwear,shorts,2.74,metal,K,1.0,,11.0,7.0,,58.0,12.0,,,9.0,,G,,CN,SUM,XL,,0.109
b125,menswear,clothing,overalls,10.55,turquoise,K,1.0,4.0,,3.0,,,83.0,,4.0,1.0,3.0,M,,CN,MID,XXL,,
b86,clothing,accessory,backpack,15.37,pink,K,2.0,13.0,,51.0,,,,12.0,,8.0,13.0,K,,CN,,XXL,,
b112,menswear,nightwear,pyjama,11.73,indigo,K,3.0,88.0,,1.0,3.0,,,,,3.0,,M,,CN,,L,,
b112,baby,thermals,pants,0.74,wheat,W,11.0,18.0,10.0,42.0,,14.0,3.0,,,,,,,VN,,XS,,0.02
b101,baby,baby,body,1.27,lime,K,10.0,3.0,,,16.0,14.0,,,,4.0,49.0,,,DE,,XL,,
b101,womenswear,home,mat,39.74,black,K,9.0,7.0,4.0,57.0,7.0,,6.0,5.0,,,2.0,W,,CN,,S,,2.09
b86,clothing,swimwear,swimsuit,2.6,maroon,K,,,14.0,,,60.0,10.0,15.0,,,,U,,CN,,M,,0.105
b125,baby,footwear,socks,0.87,peach,K,14.0,,,,26.0,17.0,,,,,42.0,,,CN,,M,,
b89,home,home,towel,29.98,metal,W,11.0,2.0,,18.0,1.0,2.0,31.0,23.0,,7.0,,,,DE,,S,,
b112,womenswear,uniform,costume,13.8,silver,K,5.0,10.0,12.0,,1.0,6.0,52.0,,10.0,,,W,,DE,,S,,0.35
b67,clothing,thermals,knitwear,10.47,light brown,K,3.0,,11.0,,13.0,45.0,,8.0,5.0,9.0,2.0,M,,KR,AYR,S,,
b125,womenswear,hosiery,socks,0.28,orange,K,1.0,,,91.0,,,,5.0,,1.0,,W,,CN,,XL,,
b16,baby,nightwear,pyjama,19.55,navy,K,1.0,69.0,6.0,,,4.0,4.0,4.0,,4.0,4.0,,,CN,,XXL,,
b86,clothing,sportswear,hoodie,10.23,indigo,K,,,1.0,5.0,1.0,89.0,,,,3.0,,G,,TW,,XL,,0.25
b76,baby,thermals,long-sleeved-top,2.59,violet,K,4.0,8.0,,8.0,4.0,6.0,9.0,,9.0,9.0,39.0,,,CN,,XS,,0.07200000000000001
b95,kidswear,headgear,hat,2.16,unknown,K,1.0,,,,3.0,,94.0,,,,,B,,CN,,L,,0.1
b66,womenswear,dress,dress,4.33,light brown,K,,,,16.0,,7.0,,,71.0,4.0,,W,,CN,,XL,,
b64,clothing,uniform,gloves,3.9,golden,K,,,13.0,,8.0,9.0,53.0,15.0,,,,W,,CN,AYR,XL,,0.18600000000000003
b76,kidswear,undergarments,briefs,2.91,dark green,K,10.0,7.0,2.0,,,70.0,4.0,,,,5.0,Y,,PK,,XL,,
b103,womenswear,headgear,hat,3.73,wheat,K,8.0,10.0,9.0,,,49.0,1.0,10.0,,,10.0,W,,TR,,M,,
b67,clothing,thermals,long-sleeved-top,1.06,violet,K,19.0,,6.0,42.0,,15.0,,15.0,,,,G,,DE,,XL,,
b89,womenswear,outerwear,pants,1.01,unbleached,W,,,,35.0,,42.0,15.0,,,7.0,,W,,DE,,M,,
b125,menswear,nightwear,pyjama,7.87,golden,K,,11.0,,62.0,1.0,9.0,7.0,,,8.0,,M,,CN,,L,,
b23,home,home,pillow,3.2,purple,W,,5.0,5.0,6.0,4.0,66.0,5.0,,4.0,1.0,,,,CN,,L,,
b89,clothing,clothing,gloves,3.4,wheat,W,,6.0,8.0,,6.0,62.0,2.0,3.0,,6.0,3.0,G,,CN,MID,L,,
b112,womenswear,footwear,socks,1.24,teal,K,,3.0,,7.0,4.0,5.0,71.0,,,,7.0,W,,HK,,M,,
b95,home,home,pillow,6.08,brown,W,,96.0,1.0,,,,,,,,,,,CN,,XXL,,0.205
b124,menswear,headgear,scarf,2.34,gray,K,,,,43.0,,,,12.0,13.0,25.0,5.0,M,,CN,MID,M,,
b66,clothing,outerwear,coats,89.17,gold,W,6.0,,10.0,6.0,10.0,11.0,37.0,,,8.0,8.0,K,,CN,WIN,XXL,,
b125,womenswear,dress,fancy-dress,11.42,green,K,1.0,,,96.0,,,,,,,,W,,BD,,XS,,0.496
b17,womenswear,headgear,hat,3.21,violet,K,6.0,18.0,,12.0,,26.0,32.0,,,3.0,,W,,CN,,XXL,,0.129
b67,kidswear,undergarments,underpants,0.85,teal,K,,,,9.0,1.0,76.0,,11.0,1.0,,,B,,US,,XL,,0.022000000000000002
b64,home,home,towel,24.46,dark green,W,1.0,,2.0,3.0,,2.0,3.0,,3.0,2.0,81.0,,,CN,,XS,,
b125,baby,outerwear,pants,0.42,neon,K,5.0,9.0,,,,,60.0,3.0,5.0,16.0,,,,CN,,S,,
b23,kidswear,dress,wedding-dress,28.9,light grey,K,6.0,,,,,5.0,3.0,7.0,69.0,,7.0,Y,,CN,,S,,
b124,menswear,clothing,hoodie,18.73,mustard,K,,,,,,,,,,,100.0,M,,CN,,M,,0.344
b101,menswear,undergarments,underpants,1.01,green,K,8.0,1.0,,,,,18.0,,19.0,,51.0,M,,CN,,M,,0.025
b16,baby,footwear,socks,0.58,teal,K,,15.0,13.0,38.0,7.0,,6.0,,9.0,10.0,,,,CN,,L,,
b124,kidswear,thermals,long-sleeved-top,2.0,turquoise,K,12.0,6.0,5.0,,11.0,,40.0,4.0,8.0,,9.0,B,,BD,,S,,
b125,menswear,outerwear,gloves,3.23,unknown,K,5.0,11.0,,,10.0,47.0,24.0,,,,,M,,CN,MID,XXL,,0.13699999999999998
b89,kidswear,outerwear,pants,0.84,orange,K,6.0,,5.0,11.0,2.0,7.0,,17.0,44.0,4.0,1.0,K,,DE,,XXL,,0.021
b23,menswear,costume,jacket,34.89,light grey,K,,2.0,,3.0,4.0,69.0,2.0,,5.0,7.0,6.0,M,,BD,,L,,
b112,baby,thermals,knitwear,30.89,grey,K,,,28.0,,9.0,,,10.0,37.0,14.0,,,,PK,WIN,L,,0.779
b95,womenswear,home,towel,15.99,natural,W,1.0,,,,1.0,,,1.0,95.0,,,W,,CN,,S,,0.591
b89,clothing,thermals,skirts,17.65,dark green,K,4.0,1.0,9.0,5.0,1.0,4.0,2.0,5.0,,9.0,56.0,W,,IN,,XL,,0.265
b142,clothing,suit,coats,55.25,violet,K,3.0,,,,,3.0,89.0,,,3.0,1.0,M,,CN,AYR,XXL,,
b95,menswear,home,mat,72.66,gold,K,6.0,11.0,10.0,6.0,9.0,39.0,,16.0,,,,M,,CN,,L,,
b67,menswear,men-undergarments,boxer-brief,7.8,green,K,,,,,,,,1.0,,,97.0,M,,DK,,L,,
b112,womenswear,footwear,socks,0.69,blue,K,,,,11.0,,,24.0,,39.0,9.0,15.0,W,,CN,,XL,,
b125,kidswear,beachwear,shorts,3.65,orange,K,,,19.0,,22.0,9.0,38.0,,,11.0,,Y,,CN,SUM,XS,,0.182
b67,clothing,sportswear,top,1.81,bondi blue,K,,,,99.0,,,,,,,,B,,VN,,S,,
b76,baby,outerwear,coats,80.21,Ivory,K,4.0,1.0,,34.0,,13.0,3.0,15.0,10.0,1.0,14.0,,,CN,MID,XL,,
b103,womenswear,costume,trousers,21.58,red,K,,,,,,,100.0,,,,,W,,DE,MID,XL,,0.598
b112,home,home,pillow,3.87,bondi blue,K,,,,,12.0,42.0,3.0,,20.0,3.0,16.0,,,TR,,L,,0.08800000000000001
b142,baby,footwear,socks,0.31,mustard,K,1.0,,,87.0,,1.0,,3.0,3.0,1.0,1.0,,,CN,,XXL,,
b101,womenswear,nightwear,pyjama,7.0,purple,K,,,,,,97.0,,,,,,W,,VN,,L,,
b17,clothing,thermals,trousers,20.05,light brown,W,,3.0,3.0,,3.0,4.0,83.0,,,,1.0,Y,,KR,SUM,XL,,0.5660000000000001
b89,clothing,suit,pants,0.5,grey,K,,18.0,,,14.0,,36.0,14.0,11.0,,5.0,Y,,CN,,XXL,,
b67,kidswear,headgear,knit-cap,5.01,pink,K,8.0,9.0,,8.0,8.0,3.0,,6.0,49.0,,4.0,G,,IN,,XL,,0.122
b89,home,home,pillow,4.37,mosaic,W,,72.0,,,,13.0,,,14.0,,,,,CN,,XS,,
b76,clothing,headgear,knit-cap,8.78,mosaic,K,,1.0,,1.0,,,,1.0,,,95.0,B,,CN,,L,,0.168
b89,kidswear,clothing,hoodie,8.89,blue gray,K,,5.0,6.0,,4.0,6.0,76.0,,1.0,,,B,,KR,,M,,0.25
b112,womenswear,costume,costume,15.07,wheat,W,,,7.0,,1.0,8.0,65.0,,1.0,12.0,3.0,W,,BD,,M,,0.382
b89,home,home,pillow,6.68,metal,K,6.0,2.0,4.0,5.0,,75.0,1.0,,4.0,,,,,TW,,XL,,0.159
b67,baby,nightwear,pyjama,23.25,natural,K,,13.0,,,9.0,6.0,,,52.0,18.0,,,,DE,,L,,0.5479999999999999
b142,clothing,outerwear,trousers,8.0,brown,W,,89.0,,6.0,4.0,,,,,,,Y,,CN,AYR,XS,,
b131,womenswear,swimwear,swimsuit,2.52,peach,K,2.0,,16.0,61.0,,1.0,18.0,,,,,W,,CN,,L,,
b124,menswear,undergarments,briefs,4.36,mosaic,K,1.0,5.0,3.0,,,6.0,71.0,,6.0,2.0,3.0,M,,KR,,M,,
b17,baby,baby,body,0.76,red,K,9.0,,,56.0,,,2.0,,,,32.0,,,CN,,M,,0.025
b131,kidswear,sportswear,pants,0.66,orange,K,,,,4.0,2.0,84.0,5.0,4.0,,,,K,,TW,,S,,
b89,clothing,nightwear,pyjama,3.86,dark grey,K,,,,,34.0,64.0,,,,1.0,,Y,,BD,,XXL,,0.133
b66,menswear,sportswear,jersey,9.62,mustard,K,11.0,,,11.0,,10.0,53.0,2.0,,11.0,,M,,TR,,XXL,,
b112,home,home,sheets,16.37,orange,W,3.0,,,61.0,10.0,6.0,10.0,,,6.0,,,,CN,,XXL,,1.011
b125,home,home,curtain,22.36,white,K,,3.0,6.0,,1.0,8.0,9.0,,,7.0,62.0,,,CN,,S,,
b95,clothing,undergarments,underpants,0.93,bondi blue,K,3.0,82.0,2.0,2.0,,,2.0,,,2.0,3.0,K,,CN,,L,,0.031
b64,clothing,footwear,socks,0.52,dark grey,K,,4.0,1.0,90.0,,,3.0,,,,,W,,CN,,XL,,
b89,home,home,pillow,5.05,gray,K,,5.0,21.0,,,4.0,,17.0,,7.0,43.0,,,CN,,XS,,0.135
b142,womenswear,home,sheets,21.5,teal,K,2.0,85.0,,,1.0,2.0,2.0,,,4.0,1.0,W,,CN,,S,,
b142,home,home,towel,25.17,pink,K,,11.0,,,,28.0,40.0,19.0,,,,,,TR,,S,,0.6629999999999999
b103,womenswear,sportswear,jersey,6.97,indigo,K,3.0,,17.0,,,,61.0,2.0,,15.0,,W,,CN,,XS,,
b101,womenswear,swimwear,swimsuit,2.7,teal,K,5.0,,,,,89.0,,,,5.0,,W,,CN,,S,,
b95,clothing,uniform,gloves,5.01,blue,K,,6.0,3.0,9.0,7.0,12.0,53.0,2.0,3.0,2.0,,U,,CN,WIN,XS,,
b86,clothing,costume,costume,11.2,bondi blue,K,5.0,11.0,12.0,55.0,2.0,,2.0,,10.0,,,M,,CN,,XL,,
b131,womenswear,costume,trousers,74.03,golden,W,,7.0,2.0,,,,,7.0,4.0,9.0,68.0,W,,BD,SUM,XL,,
b17,menswear,swimwear,swimsuit,2.44,orange,K,,,7.0,,10.0,,68.0,14.0,,,,M,,CN,,XL,,0.121
b64,womenswear,nightwear,pyjama,14.08,peach,K,,,,,1.0,4.0,,4.0,83.0,4.0,1.0,W,,KR,,XXL,,
b23,kidswear,nightwear,pyjama,26.23,mustard,K,1.0,,6.0,2.0,6.0,,56.0,,15.0,10.0,,G,,DE,,M,,
b142,kidswear,nightwear,pyjama,18.76,navy,K,5.0,65.0,3.0,7.0,,2.0,,7.0,6.0,1.0,,K,,DE,,XS,,
b67,home,home,mat,70.59,turquoise,K,,,13.0,10.0,,15.0,16.0,,13.0,,31.0,,,CN,,XS,,2.148
b67,kidswear,headgear,knit-cap,2.84,gold,K,,2.0,,7.0,,4.0,73.0,,3.0,9.0,,G,,US,,XL,,0.077
b64,kidswear,headgear,scarf,7.4,gold,K,,11.0,10.0,,5.0,,1.0,11.0,51.0,,8.0,B,,PK,WIN,S,,
b112,baby,thermals,long-sleeved-top,3.92,mustard,K,,1.0,,,,,1.0,,95.0,,,,,US,,XL,,
b103,home,home,curtain,29.08,white,K,,6.0,,15.0,,5.0,40.0,,21.0,,9.0,,,US,,XL,,0.721
b124,menswear,men-undergarments,boxer-brief,4.05,wheat,K,,,4.0,2.0,1.0,77.0,2.0,5.0,,6.0,,M,,TW,,M,,
b66,kidswear,costume,coats,58.35,grey,W,4.0,,,,,,1.0,1.0,,,92.0,G,,CN,SUM,L,,
b131,baby,nightwear,pyjama,10.28,unbleached,K,4.0,,,,,,14.0,9.0,,,71.0,,,CN,,L,,
b16,clothing,suit,tie,0.56,dark green,K,,1.0,,,8.0,75.0,1.0,10.0,1.0,1.0,,M,,DE,,XS,,0.015
b103,clothing,costume,trousers,18.58,unknown,W,,,1.0,77.0,,1.0,,5.0,,7.0,7.0,M,,CN,WIN,XS,,
b101,menswear,clothing,coats,177.85,blue,W,,7.0,,,,,,11.0,14.0,13.0,53.0,M,,KR,SUM,M,,2.655
b103,baby,thermals,knitwear,29.76,navy,K,,,,,1.0,12.0,68.0,,12.0,,5.0,,,CN,WIN,XXL,,
b101,baby,baby,body,0.65,blue gray,K,2.0,9.0,12.0,31.0,,7.0,,11.0,7.0,18.0,,,,FI,,S,,
b131,baby,baby,body,0.67,neon,K,,15.0,2.0,17.0,,16.0,36.0,,12.0,,,,,CN,,XXL,,0.028999999999999998
b16,home,home,pillow,9.1,Ivory,K,,16.0,,4.0,5.0,2.0,,10.0,,,60.0,,,KR,,L,,
b66,menswear,outerwear,pants,0.78,aquamarine,K,8.0,,3.0,2.0,,74.0,,,,10.0,1.0,M,,CN,,XS,,
b17,womenswear,uniform,costume,32.36,colourful,W,,,8.0,14.0,12.0,,14.0,,37.0,13.0,,W,,DE,,XS,,
b89,kidswear,undergarments,underpants,0.68,bondi blue,K,1.0,,2.0,,1.0,1.0,87.0,,2.0,,2.0,Y,,US,,S,,
b103,home,home,curtain,38.7,violet,W,,46.0,9.0,,7.0,1.0,13.0,,4.0,,17.0,,,TW,,XL,,
b101,kidswear,accessory,backpack,14.37,golden,K,,1.0,1.0,,10.0,5.0,,19.0,53.0,8.0,,G,,CN,,S,,
b76,clothing,sportswear,gloves,6.27,purple,W,,,,3.0,,3.0,88.0,,,5.0,,G,,DE,MID,XL,,0.172
b86,home,home,sheets,40.1,unknown,K,,56.0,,2.0,3.0,,12.0,5.0,,,20.0,,,PK,,XL,,
b131,home,home,pillow,3.62,black,W,1.0,,,,,,93.0,,4.0,,,,,VN,,L,,0.1
b124,menswear,footwear,socks,0.98,golden,K,1.0,,,,,78.0,4.0,9.0,,,6.0,M,,CN,,XXL,,
b101,clothing,outerwear,trousers,14.12,grey,W,,,2.0,81.0,5.0,,,6.0,,,2.0,G,,DE,SUM,XXL,,
b124,kidswear,suit,tie,0.29,turquoise,K,,,7.0,83.0,,,,4.0,3.0,,,G,,CN,,XXL,,
b95,menswear,undergarments,underpants,0.93,wheat,K,,12.0,1.0,8.0,,54.0,5.0,,,17.0,,M,,CN,,XXL,,
b23,kidswear,thermals,knitwear,14.84,indigo,K,,,6.0,19.0,,,,2.0,,6.0,66.0,K,,CN,WIN,XXL,,
b124,clothing,outerwear,jacket,16.25,purple,W,,,7.0,62.0,15.0,8.0,,,1.0,,5.0,W,,VN,,S,,
b16,home,home,curtain,47.78,turquoise,K,,,9.0,,,10.0,,13.0,13.0,11.0,41.0,,,US,,XL,,
b142,clothing,clothing,top,1.56,white,K,8.0,,4.0,61.0,4.0,3.0,,,2.0,7.0,7.0,B,,CN,,XS,,0.07400000000000001
b17,kidswear,swimwear,swimsuit,3.01,violet,K,,,,,,,97.0,,,2.0,,Y,,US,,XL,,0.083
b17,home,home,pillow,5.27,wheat,K,5.0,,,,,55.0,6.0,5.0,11.0,4.0,10.0,,,BD,,M,,
b17,womenswear,uniform,trousers,33.95,bondi blue,W,,,1.0,93.0,,,,2.0,,,1.0,W,,TW,WIN,XL,,1.4409999999999998
b95,womenswear,women-undergarments,bra,2.97,black,K,1.0,,2.0,,,2.0,,,92.0,,1.0,W,,MX,,XL,,0.067
b95,home,home,towel,49.28,red,K,2.0,7.0,3.0,10.0,1.0,,,9.0,5.0,9.0,51.0,,,BG,,XL,,0.777
b103,home,home,mat,85.91,navy,K,4.0,6.0,4.0,3.0,,66.0,,5.0,6.0,,3.0,,,TR,,XL,,
b101,womenswear,uniform,gloves,3.93,orange,K,5.0,,12.0,4.0,,,60.0,5.0,12.0,,,W,,US,MID,M,,
b86,menswear,swimwear,swimsuit,4.79,unknown,K,,,10.0,9.0,,,65.0,15.0,,,,M,,KR,,XL,,
b66,womenswear,accessory,backpack,48.99,purple,K,6.0,9.0,11.0,,3.0,7.0,,,6.0,,54.0,W,,CN,,S,,1.186
b142,kidswear,costume,trousers,16.89,golden,W,,,3.0,86.0,1.0,,,3.0,,2.0,1.0,K,,CN,AYR,M,,
b64,clothing,sportswear,jersey,8.04,light grey,K,6.0,,22.0,52.0,,,,,,19.0,,Y,,ES,,XL,,
b66,menswear,undergarments,briefs,2.82,pink,K,,37.0,13.0,8.0,,13.0,,10.0,1.0,2.0,12.0,M,,CN,,XL,,
b67,baby,baby,body,1.6,unbleached,K,11.0,67.0,,,,,,15.0,,,5.0,,,DE,,XL,,0.032
b112,kidswear,dress,dress,4.67,light brown,K,2.0,,,94.0,2.0,,,1.0,,,,K,,BD,,XS,,
b67,kidswear,thermals,pants,0.75,indigo,K,,,9.0,,11.0,1.0,5.0,,7.0,,64.0,Y,,CN,,XS,,
b131,home,home,pillow,1.85,golden,W,,68.0,6.0,6.0,,,13.0,,,,6.0,,,CN,,XL,,0.063
b86,home,home,sheets,17.03,metal,W,10.0,,10.0,67.0,1.0,,,,,6.0,4.0,,,DE,,XS,,
b103,womenswear,sportswear,pants,0.54,orange,W,,,,75.0,,,25.0,,,,,W,,BD,,S,,
b112,womenswear,women-beachwear,bikin,2.81,metal,K,8.0,,22.0,,16.0,,45.0,,,7.0,,W,,CN,SUM,XXL,,
b16,kidswear,undergarments,underpants,0.98,black,K,,,,7.0,5.0,54.0,4.0,12.0,1.0,4.0,9.0,G,,TW,,XS,,
b101,menswear,undergarments,brief,2.81,navy,K,,11.0,2.0,6.0,,59.0,2.0,11.0,,6.0,,M,,CN,,M,,
b67,baby,outerwear,jacket,23.0,red,W,,74.0,,4.0,4.0,,4.0,5.0,,4.0,,,,CN,,L,,
b112,kidswear,suit,gloves,7.95,green,W,,66.0,11.0,,,11.0,,,,,10.0,B,,CN,WIN,S,,0.253
b101,kidswear,sportswear,gloves,3.72,grey,K,,,,2.0,2.0,87.0,,,,8.0,,K,,CN,AYR,XS,,0.14400000000000002
b112,womenswear,undergarments,brief,3.29,light brown,K,6.0,13.0,,,,54.0,,8.0,7.0,9.0,,W,,CN,,XXL,,
b125,baby,footwear,socks,0.55,yellow,K,15.0,,6.0,35.0,15.0,,,13.0,,13.0,,,,CN,,XXL,,0.026000000000000002
b67,menswear,footwear,socks,0.99,mosaic,K,,95.0,,,,1.0,,1.0,,1.0,,M,,CN,,XL,,
b76,baby,baby,body,1.35,gold,K,,2.0,,15.0,,62.0,2.0,,4.0,1.0,11.0,,,ES,,XL,,
b86,home,home,sheets,43.3,grey,K,4.0,,,67.0,,27.0,,,1.0,,,,,KR,,XXL,,
b16,menswear,sportswear,gloves,5.82,natural,K,,,11.0,4.0,,77.0,7.0,,,,,M,,TW,AYR,XXL,,
b112,clothing,suit,jacket,12.78,red,W,,1.0,2.0,93.0,,1.0,,,,,,Y,,CN,,XL,,
b23,kidswear,dress,evening-dress,2.69,unknown,K,12.0,52.0,,,3.0,,11.0,8.0,5.0,5.0,,Y,,CN,,XS,,0.094
b103,womenswear,undergarments,briefs,5.04,violet,K,,4.0,6.0,6.0,,,,4.0,,,77.0,W,,CN,,XL,,
b66,kidswear,thermals,knitwear,34.69,indigo,K,,12.0,1.0,,10.0,10.0,7.0,7.0,9.0,9.0,31.0,B,,US,MID,S,,0.667
b76,menswear,footwear,socks,0.58,dark green,K,1.0,,12.0,5.0,3.0,50.0,9.0,11.0,,,4.0,M,,CN,,XXL,,0.024
b101,baby,footwear,socks,1.51,light brown,K,13.0,6.0,,,,11.0,12.0,10.0,40.0,6.0,,,,US,,XXL,,
b23,womenswear,undergarments,briefs,4.14,pink,K,3.0,20.0,,,,,66.0,,,,10.0,W,,BD,,XL,,
b23,clothing,dress,fancy-dress,22.87,blue,K,9.0,4.0,,43.0,,14.0,14.0,,13.0,,1.0,M,,TW,,XS,,
b23,clothing,costume,dress,11.46,gray,K,,,,,,,,,,,99.0,Y,,CN,,XS,,
b131,menswear,sportswear,T-shirt,8.73,teal,K,5.0,,,,,5.0,87.0,,,1.0,,M,,CN,,L,,
b17,menswear,clothing,pants,1.25,Ivory,K,2.0,,,,,1.0,84.0,,2.0,7.0,,M,,TR,,L,,
b131,kidswear,headgear,knit-cap,3.04,yellow,K,,50.0,,,2.0,12.0,,22.0,,12.0,,B,,US,,XS,,0.07
b125,home,home,curtain,24.97,dark grey,W,4.0,1.0,2.0,,,,79.0,5.0,,2.0,4.0,,,CN,,M,,
b16,kidswear,thermals,pants,1.18,unbleached,W,,,,46.0,,,,,54.0,,,B,,IT,,XL,,
b86,kidswear,accessory,backpack,40.24,gray,W,,1.0,,1.0,1.0,1.0,92.0,1.0,,,,G,,BD,,L,,
b64,baby,baby,body,0.41,yellow,K,,7.0,6.0,,,66.0,7.0,,8.0,,4.0,,,CN,,XL,,0.015
b142,baby,thermals,skirts,9.96,silver,K,7.0,3.0,9.0,,,8.0,,2.0,,8.0,59.0,,,CN,,S,,
b76,menswear,sportswear,jersey,3.37,colourful,K,11.0,,,65.0,8.0,,,14.0,,,,M,,CN,,S,,
b89,home,home,mat,30.72,golden,W,,,,70.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,,,CN,,M,,1.7890000000000001
b17,kidswear,headgear,scarf,1.75,violet,K,,11.0,,34.0,1.0,13.0,16.0,11.0,,,11.0,G,,CN,MID,M,,0.07400000000000001
b86,clothing,costume,costume,9.55,neon,W,5.0,,,,26.0,,34.0,24.0,,,9.0,U,,CN,,XS,,0.47100000000000003
b67,clothing,uniform,costume,4.86,brown,W,,3.0,,,,4.0,91.0,1.0,,,,W,,DE,,XXL,,0.134
b124,clothing,nightwear,pyjama,24.42,brown,K,,,,,,,,,,,99.0,M,,CN,,L,,
b131,home,home,towel,50.37,yellow,W,,10.0,3.0,6.0,1.0,1.0,,2.0,5.0,6.0,61.0,,,HK,,XL,,
b86,menswear,uniform,trousers,17.36,dark green,W,,11.0,14.0,,11.0,12.0,,,51.0,,,M,,CN,AYR,M,,
b131,home,home,curtain,26.41,blue gray,W,,98.0,,,,,,,,,,,,DE,,XS,,
b95,home,home,sheets,61.69,blue gray,K,,,5.0,3.0,,,7.0,,1.0,1.0,80.0,,,TW,,S,,
